City,Name,Popular Mentions,Score,Reviewers#,Excellent,Very good,Average,Poor,Terrible,Excellent_ratio,VG_ratio,Average_ratio,Poor_ratio,Terrible_ratio,Url,Tripadvisor rank
Seoul,Korea House,"['shoes', 'foreigners']",4.0,168,86,51,17,11,4,0.5119047619047619,0.30357142857142855,0.10119047619047619,0.06547619047619048,0.023809523809523808,https://www.tripadvisor.com//Attraction_Review-g294197-d1958930-Reviews-Korea_House-Seoul.html,96
Seoul,Seoul Museum of Art,"['worth a visit', 'chun', 'eternal']",4.0,149,52,55,33,7,2,0.348993288590604,0.3691275167785235,0.2214765100671141,0.04697986577181208,0.013422818791946308,https://www.tripadvisor.com//Attraction_Review-g294197-d1809989-Reviews-Seoul_Museum_of_Art-Seoul.html,97
Seoul,Gilsangsa Shrine,['donated'],4.5,42,27,12,2,1,0,0.6428571428571429,0.2857142857142857,0.047619047619047616,0.023809523809523808,0.0,https://www.tripadvisor.com//Attraction_Review-g294197-d2341922-Reviews-Gilsangsa_Shrine-Seoul.html,98
Seoul,Jungbu Market,"['foods', 'tourists']",4.0,115,38,61,15,1,0,0.33043478260869563,0.5304347826086957,0.13043478260869565,0.008695652173913044,0.0,https://www.tripadvisor.com//Attraction_Review-g294197-d1163226-Reviews-Jungbu_Market-Seoul.html,99
Seoul,Jeongdong Theater,['empty'],4.5,68,41,23,3,1,0,0.6029411764705882,0.3382352941176471,0.04411764705882353,0.014705882352941176,0.0,https://www.tripadvisor.com//Attraction_Review-g294197-d1972734-Reviews-Jeongdong_Theater-Seoul.html,100
Seoul,OME Cooking Lab,"['market tour', 'local market', 'korean food', 'learning how', 'learn how', 'herbal medicine', 'kimchi', 'great fun', 'pancakes', 'ingredients', 'teacher', 'master', 'culture']",5.0,475,461,13,1,0,0,0.9705263157894737,0.02736842105263158,0.002105263157894737,0.0,0.0,https://www.tripadvisor.com//Attraction_Review-g294197-d7788246-Reviews-OME_Cooking_Lab-Seoul.html,101
Seoul,Lotte World Aquarium,"['whales', 'animals']",4.5,157,74,59,20,2,2,0.4713375796178344,0.37579617834394907,0.12738853503184713,0.012738853503184714,0.012738853503184714,https://www.tripadvisor.com//Attraction_Review-g294197-d8798065-Reviews-Lotte_World_Aquarium-Seoul.html,102
Seoul,Gwanaksan Mountain,['empty'],4.5,34,26,6,2,0,0,0.7647058823529411,0.17647058823529413,0.058823529411764705,0.0,0.0,https://www.tripadvisor.com//Attraction_Review-g294197-d7028449-Reviews-Gwanaksan_Mountain-Seoul.html,103
Seoul,Aroma Thai Spa Gongdeok,"['thai massage', 'deep tissue massage', 'entire body', 'subway station', 'masseuse', 'knots', 'pada', 'session', 'shop']",5.0,264,248,13,1,0,2,0.9393939393939394,0.04924242424242424,0.003787878787878788,0.0,0.007575757575757576,https://www.tripadvisor.com//Attraction_Review-g294197-d12242456-Reviews-Aroma_Thai_Spa_Gongdeok-Seoul.html,104
Seoul,Korea Furniture Museum,['empty'],4.5,36,27,4,5,0,0,0.75,0.1111111111111111,0.1388888888888889,0.0,0.0,https://www.tripadvisor.com//Attraction_Review-g294197-d4097409-Reviews-Korea_Furniture_Museum-Seoul.html,105
Seoul,National Gugak Center,['empty'],4.5,98,49,39,10,0,0,0.5,0.3979591836734694,0.10204081632653061,0.0,0.0,https://www.tripadvisor.com//Attraction_Review-g294197-d1831099-Reviews-National_Gugak_Center-Seoul.html,106
Seoul,Dongdaemun History & Culture Park,['empty'],4.0,217,77,101,33,5,1,0.3548387096774194,0.46543778801843316,0.15207373271889402,0.02304147465437788,0.004608294930875576,https://www.tripadvisor.com//Attraction_Review-g294197-d2341905-Reviews-Dongdaemun_History_Culture_Park-Seoul.html,107
Seoul,National Museum of Korean Contemporary History,"['american embassy', 'interactive displays', 'role']",4.0,123,47,53,19,3,1,0.3821138211382114,0.43089430894308944,0.15447154471544716,0.024390243902439025,0.008130081300813009,https://www.tripadvisor.com//Attraction_Review-g294197-d3957040-Reviews-National_Museum_of_Korean_Contemporary_History-Seoul.html,108
Seoul,Yongsan Family Park,['empty'],4.5,44,20,22,2,0,0,0.45454545454545453,0.5,0.045454545454545456,0.0,0.0,https://www.tripadvisor.com//Attraction_Review-g294197-d592523-Reviews-Yongsan_Family_Park-Seoul.html,109
Seoul,COEX Center,['empty'],4.0,196,57,87,39,10,3,0.29081632653061223,0.44387755102040816,0.1989795918367347,0.05102040816326531,0.015306122448979591,https://www.tripadvisor.com//Attraction_Review-g294197-d1418675-Reviews-COEX_Center-Seoul.html,110
Seoul,Hwagyesa Temple,['empty'],5.0,16,12,4,0,0,0,0.75,0.25,0.0,0.0,0.0,https://www.tripadvisor.com//Attraction_Review-g294197-d632509-Reviews-Hwagyesa_Temple-Seoul.html,111
Seoul,Seoul National Cemetery,"['korean war', 'generals', 'buried', 'president', 'land', 'thousands']",4.5,49,20,26,2,1,0,0.40816326530612246,0.5306122448979592,0.04081632653061224,0.02040816326530612,0.0,https://www.tripadvisor.com//Attraction_Review-g294197-d592508-Reviews-Seoul_National_Cemetery-Seoul.html,112
Seoul,cooKorean,"['great class', 'lesson']",5.0,335,330,4,1,0,0,0.9850746268656716,0.011940298507462687,0.0029850746268656717,0.0,0.0,https://www.tripadvisor.com//Attraction_Review-g294197-d10059988-Reviews-CooKorean-Seoul.html,113
Seoul,Hyundai Department Store Apgujeong Main,['empty'],4.0,69,30,28,9,1,1,0.43478260869565216,0.4057971014492754,0.13043478260869565,0.014492753623188406,0.014492753623188406,https://www.tripadvisor.com//Attraction_Review-g294197-d8084014-Reviews-Hyundai_Department_Store_Apgujeong_Main-Seoul.html,114
Seoul,Ewha Woman's University,['empty'],4.0,274,97,107,60,6,4,0.354014598540146,0.3905109489051095,0.21897810218978103,0.021897810218978103,0.014598540145985401,https://www.tripadvisor.com//Attraction_Review-g294197-d6570666-Reviews-Ewha_Woman_s_University-Seoul.html,115
Seoul,Namsan Cable Car,"['seoul tower', 'ride', 'autumn']",3.5,374,89,144,99,30,12,0.23796791443850268,0.3850267379679144,0.2647058823529412,0.08021390374331551,0.03208556149732621,https://www.tripadvisor.com//Attraction_Review-g294197-d3600495-Reviews-Namsan_Cable_Car-Seoul.html,116
Seoul,Bugaksan Seoul Fortress,"['trail', 'scenery', 'park', 'information']",4.5,80,41,32,6,0,1,0.5125,0.4,0.075,0.0,0.0125,https://www.tripadvisor.com//Attraction_Review-g294197-d4084386-Reviews-Bugaksan_Seoul_Fortress-Seoul.html,117
Seoul,Shinsegae Gangnam,['empty'],4.0,53,18,35,4,0,0,0.33962264150943394,0.660377358490566,0.07547169811320754,0.0,0.0,https://www.tripadvisor.com//Attraction_Review-g294197-d9755552-Reviews-Shinsegae_Gangnam-Seoul.html,118
Seoul,Daelim Museum,['empty'],4.5,59,34,16,8,0,1,0.576271186440678,0.2711864406779661,0.13559322033898305,0.0,0.01694915254237288,https://www.tripadvisor.com//Attraction_Review-g294197-d3694539-Reviews-Daelim_Museum-Seoul.html,119
Seoul,Smurf Magic Forest,"['escape room', 'clues', 'gangnam', 'fun', 'brain']",5.0,620,550,62,7,0,1,0.8870967741935484,0.1,0.01129032258064516,0.0,0.0016129032258064516,https://www.tripadvisor.com//Attraction_Review-g294197-d17124032-Reviews-Smurf_Magic_Forest-Seoul.html,120
